text,label,app,app_name,rating
"pretty decent. just as a ccurate as the weather channel, with that said both can say it's raining cats and dogs and it'll be sunny all day. or that it's sunny and we're having an ice <url>",1,com.aws.android,AccuWeather,3
"best app for travel. however, not the same experience as on web. also prices on mobile app are sometimes higher than on web for the same hotel.",1,com.booking,Booking.com,3
can't access sd card (mounted as portable storage) in marshmallow - pretty embarrassing for an app that was released only <url>,1,com.adobe.lrmobile,Adobe Lightroom,3
if it only worked without bugs and crashes it would be awesome.,0,com.adobe.lrmobile,Adobe Lightroom,1
need to be able to edit pdf files,1,com.adobe.reader,Adobe Acrobat Reader,3
swipe right is iffy,2,com.Slack,Slack,4
"new logo is lame, but the poop colored logo background is gross",0,com.Slack,Slack,1
its lags on my device. i have a midrange device with more than enough ram. i am happy with the computer version.,1,com.adobe.lrmobile,Adobe Lightroom,3
i liked <url> this is very useful,2,com.Slack,Slack,4
"changelog says they've added honeycomb support, security asks to read emails. sly, adobe. sly. uninstalled.",1,com.adobe.reader,Adobe Acrobat Reader,3
"should have ""seen"" feature",1,com.Slack,Slack,3
loved this app just add a function for couple friendly hotels,2,com.booking,Booking.com,4
where is wbug elite i paid for???,0,com.aws.android,AccuWeather,1
adds contains too much adult content,0,com.bbm,BBM,1
"slowly slowly you are making it worst app but it's your app you can do anything after all you are communist. see i don't like your inbuilt pdf viewer,video viewer app so allow user to use apps like adobe pdf reader and mx <url> and the new problem is the facebook video is not working <url> earlier i have given <number> star rating but now you are decreasing quality <url>",0,com.UCMobile.intl,UC Browser,1
somethings wrong with this app,2,com.UCMobile.intl,UC Browser,4
only chat in mobile app?,1,com.Slack,Slack,3
it's really good i like it but i can't choose freely from my gallery the photo i want to fix,2,com.adobe.lrmobile,Adobe Lightroom,4
"i really love this app, but would like the ability to create my own outfit by mixing and matching my own tops, bottoms and shoes!",2,com.bitstrips.imoji,Bitmoji,4
"as others have commented, pretty useless if you're an android user. no keyboard support or suggested messaging apps available.",0,com.bitstrips.imoji,Bitmoji,1
no more permanent pay option,0,com.aws.android,AccuWeather,1
need split screen support,0,com.Slack,Slack,1
seeing adverts on a application for chat just feels invasive,1,com.bbm,BBM,3
good app and uesfull,0,com.UCMobile.intl,UC Browser,1
still doesn't let me read adobe drm'd books i legitimately bought and paid for. guess ill just have to rip the drm off it. when will publishers learn?,0,com.adobe.reader,Adobe Acrobat Reader,1
"needs go to page and move to sd, no new good features with <url>",0,com.adobe.reader,Adobe Acrobat Reader,1
amazing <url> superb and chepeat deals and very user friendly interface. a <number> star for this.,2,com.booking,Booking.com,4
radar doesn't work since the new update.,0,com.aws.android,AccuWeather,1
great app. great ui and is phenomenal for my student org. only think keeping it from a <number> th star is it has now widget. id love to see a widget so i can see my threads without opening the app.,2,com.Slack,Slack,4
"make it ad-free and it would be perfect. ads are very annoying, is there any way to turn them off? i'm a <number> state o-t-r truck driver and i need to know about the weather, not the newest game or app available. update <number> / <number> / <number> still with the ads. at least it does give me warnings before i drive into a bad storm. please make an ad free pro version. update <number> / <number> / <number> ads!",1,com.aws.android,AccuWeather,3
great mutch eadier than website. quick and convenient,2,com.booking,Booking.com,4
this app is veery veery good app so use full in photo editieng,1,com.adobe.lrmobile,Adobe Lightroom,3
on lollipop the trees don't die,2,cc.forestapp,Forest,4
"it's ok, nice for secure planning",2,com.Slack,Slack,4
"i love it! however, i do a lot of work on my phone and so i would like an option to run the app while using my phone, without it killing a tree!",2,cc.forestapp,Forest,4
the cancellations are confusing and the will double charge,1,com.booking,Booking.com,3
simple. streamline. not boring.,2,com.Slack,Slack,4
"opens fast but is very sluggish from then on, will go from smooth scrolling to. taking a few seconds to respond",1,com.adobe.reader,Adobe Acrobat Reader,3
it's nice but more un useful were coming and disturbing me,1,com.UCMobile.intl,UC Browser,3
"works pretty good, nice to finally have this on android.",2,com.adobe.lrmobile,Adobe Lightroom,4
"great service, terrible app. the app doesn't seem work with mobile internet which makes it mostly useless.",0,com.Slack,Slack,2
well it's very useful and i liked it,2,com.adobe.reader,Adobe Acrobat Reader,4
"this app just simply doesnt care if i have allowed the data access or not. despite completely stopping the access to mobile data and wifi, it still runs in the background, connects with the internet and receives the texts. extremely intrusive and not something to have installed on your phone. if this is how it behaves, then it can't be trusted. uninstalled.",0,com.Slack,Slack,1
the last weather bug app i had let me go out almost <number> days. this one only goes out <number> days.,1,com.aws.android,AccuWeather,3
i hate the new version of bbm,0,com.bbm,BBM,1
need to restart to see raws,2,com.adobe.lrmobile,Adobe Lightroom,4
budget inn in orville california,0,com.booking,Booking.com,1
it's <url> a bit slow,2,com.bbm,BBM,4
it needs a lot of work.,0,com.aws.android,AccuWeather,1
doesn't work properly.,0,com.bitstrips.imoji,Bitmoji,1
needs internal link capabilities.,1,com.adobe.reader,Adobe Acrobat Reader,3
"after the update it got <url> all of the trees i had bought before, and the way the trees wither during my sessions are very inconsistent. once it died just because i picked up the phone. another time i picked up a phone call, and it didn't <url> fix it, i liked the old version",1,cc.forestapp,Forest,3
this app ruins slack experience,0,com.Slack,Slack,1
can't sign up!!,0,com.bbm,BBM,1
used to love it,0,com.booking,Booking.com,1
it's not working at all for me!,0,com.bitstrips.imoji,Bitmoji,1
can't do or find anything on the app,0,com.Slack,Slack,1
notifications are bonkers. (will give <number> once fixed),0,com.Slack,Slack,2
tel me what to do,2,com.bbm,BBM,4
its a browser that people can't uninstall from phone,2,com.UCMobile.intl,UC Browser,4
it's good editing app but it's not very stable sometimes the pic that i transferred into the app doesn't appear,1,com.adobe.lrmobile,Adobe Lightroom,3
quick and easy to use,2,com.booking,Booking.com,4
lr adobe/ flash player app. download.,1,com.adobe.lrmobile,Adobe Lightroom,3
delivers what it promises,2,com.Slack,Slack,4
i have problem in my download,0,com.UCMobile.intl,UC Browser,1
lots of problems since update,0,com.aws.android,AccuWeather,1
it's <url> good,1,com.UCMobile.intl,UC Browser,3
would give stars if it was free all n all luv this app,2,com.adobe.lrmobile,Adobe Lightroom,4
it seems that it's not updated with proper support for lg g <number> yet. all dng came out reddish.,1,com.adobe.lrmobile,Adobe Lightroom,3
i deplore pdfs of all kinds. <url> the only thing that can read a pdf. but this app does <url> it still sux,0,com.adobe.reader,Adobe Acrobat Reader,1
the idea is cool! but i can open apps while i have a tree growing! this is true is it?,1,cc.forestapp,Forest,3
i loved <url> its very fast dwnloding <url>,1,com.UCMobile.intl,UC Browser,3
cant use with latest android update.,0,com.bitstrips.imoji,Bitmoji,1
"absolutely love the app and it's super helpful but on samsung gs <number> edge, after i watch the videos to shovel my dead trees, it still asks me to watch more videos. is there a minimum number i have to watch????",2,cc.forestapp,Forest,4
i got charged but didn't get a room,0,com.booking,Booking.com,1
"as a frequent user , you should have few options as reward the client should choose between",2,com.booking,Booking.com,4
fun app which lets you customize your character. i would rate it higher if it included options for piercings and tattoos.,2,com.bitstrips.imoji,Bitmoji,4
"really, really, really, really sucks that this app doesn't allow bookmarks. it really gets old scrolling through pdfs trying to remember where i was.",0,com.adobe.reader,Adobe Acrobat Reader,1
great editor always handy,2,com.adobe.lrmobile,Adobe Lightroom,4
i need to uninstall this app. it won't let me????,0,com.bitstrips.imoji,Bitmoji,1
till now it's ok,2,com.adobe.reader,Adobe Acrobat Reader,4
"i m tired to see the so many old news in latest news colomn, some time <number> - <number> month old news are shown, what the hell is going on??? i contacted uc browser through feedback but no response from uc side",0,com.UCMobile.intl,UC Browser,1
"love slack, mobile app is awkward.",2,com.Slack,Slack,4
this application dont perfom well with my htc it searches <url> it can be improved it ill definately download it again its such a useful website,0,com.booking,Booking.com,1
no <url> make everything <url> add <url>,0,com.adobe.reader,Adobe Acrobat Reader,1
worst experience at hotel,0,com.booking,Booking.com,1
great but need more efforts to be superb so that it can become more handy with excellent effects,1,com.adobe.lrmobile,Adobe Lightroom,3
it was good enough until i can't change my display picture,0,com.bbm,BBM,1
good one but not that extent,1,com.Slack,Slack,3
just a great app i love it,2,com.booking,Booking.com,4
awesome and useful app,2,com.UCMobile.intl,UC Browser,4
hack the <url> don't use this <url> believe me,1,com.UCMobile.intl,UC Browser,3
excellent. but it's crashing while using! can you please fix this problem?!,2,com.adobe.lrmobile,Adobe Lightroom,4
attempted to steal from my card,0,com.booking,Booking.com,1
won't open most things. keeps telling you to download <number> . <number> for android. totally sucks!,0,com.adobe.reader,Adobe Acrobat Reader,1
"worse than garbage. i tried the camera in this app since it supports dng, took a few dozen photos with it. today, lr says <number> photos. no idea where they went.",0,com.adobe.lrmobile,Adobe Lightroom,1
it is simple and useful to me,1,com.UCMobile.intl,UC Browser,3
worst app ever. no meaning of its. it will allow u to use your phone. i have used it before. it was good at that time but now its worthless. u can use your phone during session n minimize <url> then whats the purpose of it. for timer u can use phone$ in built timer n <url> why to waste time on this.,0,cc.forestapp,Forest,1
i guess its just the world i live in???,0,com.bbm,BBM,1
"dude i have rated this app but how come it keeps prompting me to rate, ill drop the star from <number> to <number> because of this",0,com.bbm,BBM,1
works well. pretty accurate. have recommended it to friends.,2,com.aws.android,AccuWeather,4
this app was very good with helping me not use my <url> but every time i switch my phone back on it doesn't <url> please work on this as i really liked the app,0,cc.forestapp,Forest,1
i want flash player please add it in market,1,com.adobe.reader,Adobe Acrobat Reader,3
it's a good concept but it tends to glitch and force close so i tend to use the website instead,1,com.booking,Booking.com,3
"clumsy auto-import, but great overall",2,com.adobe.lrmobile,Adobe Lightroom,4
i can hack faster with this app,2,com.UCMobile.intl,UC Browser,4
the app is to slow when open the image from sender!,1,com.bbm,BBM,3
impossible to use it over <number> g,0,com.Slack,Slack,2
v. good to use and for management as well,2,com.Slack,Slack,4
why can't they fix these issues,1,com.aws.android,AccuWeather,3
love this app but its not compatible with nokia phone,1,com.bitstrips.imoji,Bitmoji,3
do not open in samsung s <number> mini,0,com.bbm,BBM,1
stopped showing updated radar map after last update note <number>,0,com.aws.android,AccuWeather,1
good app. it would be better if you could make different emoji's and put them together like if u have a husband and/or kids,2,com.bitstrips.imoji,Bitmoji,4
used to work . please fix,0,cc.forestapp,Forest,1
"so powerful, yet so limited.",1,com.adobe.lrmobile,Adobe Lightroom,3
nice concept easy too cheat,2,cc.forestapp,Forest,4
"makes an incredibly annoying and loud clicking sound through the speakers whenever you take a photo, with no ability to disable it.",1,com.adobe.lrmobile,Adobe Lightroom,3
what a huge step backwards for useability.,0,com.Slack,Slack,2
awesome app i ever <url> loved it,2,com.adobe.lrmobile,Adobe Lightroom,4
i can only use thus app in new messages with my samsung phone.,1,com.bitstrips.imoji,Bitmoji,3
at the start all it wanted was your details to hack into your account,0,com.bitstrips.imoji,Bitmoji,1
i like my bbm now . <signature>,2,com.bbm,BBM,4
"good idea, but too slow on android. much better on desktop.",0,com.Slack,Slack,2
i can't even edit my avatar. this sucks!,0,com.bitstrips.imoji,Bitmoji,1
"no bookmarks or jump to page, good luck flipping thru <number> pages",0,com.adobe.reader,Adobe Acrobat Reader,1
needs to be updated,2,com.bbm,BBM,4
great way to manage and view bookings.,2,com.booking,Booking.com,4
"app is okay but has superfluous things that i will never use. including every option is okay but the ideal app would allow for complete customization of components and page information that is pertinent to the user and where they are located. additionally, collecting metrics on what users actually use versus what is weak allows for improved development of the weaker app areas. that said, i have used this app for a long time with little cause for complaint.",1,com.aws.android,AccuWeather,3
i like this apps,2,com.bbm,BBM,4
your push notifications are useless.,0,com.Slack,Slack,1
it a awesome app for internet,2,com.UCMobile.intl,UC Browser,4
it was good before,1,cc.forestapp,Forest,3
full of ads it's rather diverting more than focusing,0,cc.forestapp,Forest,1
"doesn't work on my galaxy s <number> . i gave it all the permissions it asked for, but i am able to freely use my phone without killing the tree.",0,cc.forestapp,Forest,1
"it seems to load forever. quite often. why? i received a notification indicating a received message, but when i opened the chat there was - and there is still - nothing. why?",2,com.bbm,BBM,4
please fix so i can type!,0,com.booking,Booking.com,1
"editing is all about precision, of which this isn't good at. trying to crop is like throwing stones at a picture frame on a wall and hoping it sticks. when you get it you accidently press another button and all the work is <url> still needs some refining",1,com.adobe.lrmobile,Adobe Lightroom,3
i like it but i can't pull up the images in my text messaging i have to go to the app to send a message.,2,com.bitstrips.imoji,Bitmoji,4
i dont get the purpose at all,0,cc.forestapp,Forest,1
i don't know what is the basic of the design,2,com.Slack,Slack,4
it opens pdf's but that's about all. unbelievably slow.,0,com.adobe.reader,Adobe Acrobat Reader,1
doesn't send the one i want it too,0,com.bitstrips.imoji,Bitmoji,1
want some other features,1,com.adobe.lrmobile,Adobe Lightroom,3
"for some people, the phone isnt a distraction. putting whitelist functionality behind a paywall makes it useless as a real productivity tool. the developers obviously conflated phone use with a lack of productivity and fallaciously assumed that locking the phone's use would somehow magically improve productivity. that is a fairy tale.",0,cc.forestapp,Forest,1
it's not accurate as the web site,1,com.booking,Booking.com,3
usefull app but on lg <number> the real forest feature keeps making it force close. i cant use it. continiusly server connection and achivment errors. developers must work on it.,0,cc.forestapp,Forest,1
app is very good it reduce my work by providing inbuilt pdf conversion of photos. i m very very much happy with the app.,2,com.adobe.reader,Adobe Acrobat Reader,4
idle drain too much my battery,0,com.bbm,BBM,1
need an option to put it into the sd card,1,com.Slack,Slack,3
no way to jump to a specific page number. no way to bookmark a page. ui elements get in way of reading in text wrap. expected more from adobe.,0,com.adobe.reader,Adobe Acrobat Reader,1
really awesome! i have some ideas though,2,cc.forestapp,Forest,4
"it has a few glitches. will say no precipitation one moment, then change and say <number> % chance within seconds, then change back just as quickly and say <number> %. even though the radar states that your area is covered in <url>",2,com.aws.android,AccuWeather,4
useless <url> hate this browser.,0,com.UCMobile.intl,UC Browser,1
do this app contain----,2,com.adobe.lrmobile,Adobe Lightroom,4
i refuse to download an app for <number> seconda of use. requested a desktop link and was redirected to the app store school is forcing us to do this and it sucks!,0,com.Slack,Slack,1
only available in english?,0,com.Slack,Slack,1
need problem sholve my bbm is crash,0,com.bbm,BBM,1
the ads start to cover the keypad. prevent you from typing. time to <url>,0,com.bbm,BBM,1
why don't you add feature to download more effects like its there in pc version,1,com.adobe.lrmobile,Adobe Lightroom,3
i hate weather. freak this freaky weather. me and weather don't get along. weather's always ruining my life. i wish there was no weather. i wish weather didn't exist. who needs weather. i despise weather and i hate weather bugs,1,com.aws.android,AccuWeather,3
don't get notification,1,com.Slack,Slack,3
can't zoom. so what's the point?? totally worthless.,0,com.adobe.reader,Adobe Acrobat Reader,1
its good to know if u need a coat or not,1,com.aws.android,AccuWeather,3
i love it but we need video support!,1,com.adobe.lrmobile,Adobe Lightroom,3
this app was super for pdf files,2,com.adobe.reader,Adobe Acrobat Reader,4
more effect needs like photoshop cc,1,com.adobe.lrmobile,Adobe Lightroom,3
like the funny <url>,2,com.bbm,BBM,4
"would have been a <number> star rating if there was more consistancy in availability of the map function. as a frequent traveler, i find this app handy when visiting other cities.",2,com.aws.android,AccuWeather,4
"for a heavy user of e-books and other reading materials like journals, this is extremely useful. it's easy to highlight parts of the document incase you need to go back and browse them.",2,com.adobe.reader,Adobe Acrobat Reader,4
"make sure to restart, galaxy s or it slows phone",1,com.adobe.reader,Adobe Acrobat Reader,3
wont let me cancel booking.,0,com.booking,Booking.com,1
if your not using this to book your loosing out,1,com.booking,Booking.com,3
"i depend on weatherbug to give me report of the weather,so i know what to wear to protect myself from the element.",2,com.aws.android,AccuWeather,4
no animation on radar,0,com.aws.android,AccuWeather,1
lots of fake and irrelevent news,0,com.UCMobile.intl,UC Browser,1
"i would give this app more stars, except that when you don't read a book that you've been reading for a few hours, it doesn't keep your place.",1,com.adobe.reader,Adobe Acrobat Reader,3
the app is excellent for on the go editing. but it keeps crashing while i try to save my work.,0,com.adobe.lrmobile,Adobe Lightroom,1
please move to sd!,1,com.adobe.reader,Adobe Acrobat Reader,3
the live doppler doesn't work since i updated,0,com.aws.android,AccuWeather,1
very very bed app not useful time west app,0,com.UCMobile.intl,UC Browser,1
where's my refund?!?,0,com.aws.android,AccuWeather,1
"hey guys plz add uc music it's very useful, otherwise it was super rrb app",2,com.UCMobile.intl,UC Browser,4
push notifications are not working even i have enabled all notification for every message. dropped your support an email. waiting for the response.,1,com.Slack,Slack,3
on my tablet don't work,0,com.booking,Booking.com,1
it's okay but i like to go online and booking it,1,com.booking,Booking.com,3
old news sometimes repeat,1,com.UCMobile.intl,UC Browser,3
you don't allow to take in-app screenshots?,1,com.booking,Booking.com,3
"best pdf reader! its ui should be updated to best mobile view for reading ebooks, like amazon kindle and google play books.",2,com.adobe.reader,Adobe Acrobat Reader,4
when shooting in camera raw on my nexus <number> the photo metadata has the incorrect date and time. otherwise the app works fine.,1,com.adobe.lrmobile,Adobe Lightroom,3
try hotel tonight - $ <number> free,1,com.booking,Booking.com,3
no philippine peso in the currency settings,1,com.booking,Booking.com,3
cannot sign in here,0,com.booking,Booking.com,1
i am just downloading the app after completion i'll increase or decrease the rating based on the app performance,1,cc.forestapp,Forest,3
i'd love it if you would increase the timer to more than <number> hours in a one go!,2,cc.forestapp,Forest,4
you should be ashamed,0,com.aws.android,AccuWeather,1
just very handy way of managing your plan,1,com.booking,Booking.com,3
its good to use us,1,com.UCMobile.intl,UC Browser,3
"fun & easy, but need more frequent injection of newness. also need emoji for celebration of asian & other festivals.",2,com.bitstrips.imoji,Bitmoji,4
need the reflow text option back!,1,com.adobe.reader,Adobe Acrobat Reader,3
choose this app to replace weather underground which was a crash disaster. this is a good replacement.,2,com.aws.android,AccuWeather,4
very easy to <url>,1,com.UCMobile.intl,UC Browser,3
awesome but you should add more trees and stuff like birds and lakes and all,2,cc.forestapp,Forest,4
"permissions seem excessive, nothing happens. there is no forest after multiple times. seems useless",0,cc.forestapp,Forest,1
previous version was perfect. this one is average.,0,com.Slack,Slack,2
great and more awesome,2,com.bbm,BBM,4
what's the point?,0,com.bitstrips.imoji,Bitmoji,1
pinning the hotel on google maps to get directions is missing,0,com.booking,Booking.com,1
not good at all,0,com.aws.android,AccuWeather,1
not able to close dm,2,com.Slack,Slack,4
radar map in motion has zero motion when you hit play.,0,com.aws.android,AccuWeather,1
immediately crashed and wouldn't save my bitmoji,0,com.bitstrips.imoji,Bitmoji,1
i would want to see the whole weeks performance at <url> now it jus shows a days performance and the forest looks so empty.,1,cc.forestapp,Forest,3
"i have the same problems as the others, i lost all my trees. otherwise this has been helpful for me when i remember to use it when i study",2,cc.forestapp,Forest,4
better than old version,1,com.bbm,BBM,3
cool but missing info,1,com.booking,Booking.com,3
still no experience with app,2,com.UCMobile.intl,UC Browser,4
user interface can be better. but mainly needs to be quicker. <signature>,1,com.adobe.reader,Adobe Acrobat Reader,3
i think it is really good but when i start my it wasn't working,2,com.bitstrips.imoji,Bitmoji,4
'no notifications' doesn't work.,0,com.Slack,Slack,1
limited options but fun,1,com.bitstrips.imoji,Bitmoji,3
"best messaging app, not so great for file sharing though",2,com.bbm,BBM,4
"useful app nice app for opening documents, no adverts,easy to use and doesn't need a lot of experience",2,com.adobe.reader,Adobe Acrobat Reader,4
great <url> it doesn't work well on android,1,com.bitstrips.imoji,Bitmoji,3
raw format not supported,1,com.adobe.lrmobile,Adobe Lightroom,3
using as reader harder than it should be,1,com.adobe.reader,Adobe Acrobat Reader,3
this app is very helpful to downloads all videos songs <url> so i enjoy <url>,1,com.UCMobile.intl,UC Browser,3
"when you have the perfect logo, and then you're like - let's ruin our logo just for fun, oh and we should put a dark violet color behind it because that way it will look more <url>",0,com.Slack,Slack,1
"great photo editing app, but keeps trying to sync even not over wifi",1,com.adobe.lrmobile,Adobe Lightroom,3
"i really like this app, but i seriously wish it would let me add more locations! it's so annoying!",1,com.aws.android,AccuWeather,3
bbm is good & usefull for communication,2,com.bbm,BBM,4
it's off on the radar <url> in central florida,1,com.aws.android,AccuWeather,3
not so much but good,2,com.adobe.lrmobile,Adobe Lightroom,4
it's hard to get it really close to my face,1,com.bitstrips.imoji,Bitmoji,3
too many adds plzz do something to stop those adds,1,com.UCMobile.intl,UC Browser,3
giving <number> start being i paid for elite version to not get ads and they discontinued without grandfathering customers or partial refunds.,0,com.aws.android,AccuWeather,1
"i like the app, but the photos are getting so old and haven't been updated in months!",2,com.aws.android,AccuWeather,4
fun but not too many choices,1,com.bitstrips.imoji,Bitmoji,3
push notifications aren't really push,1,com.Slack,Slack,3
"force closes, often only shows page content in text reflow mode, pinch zoom frequently blanks out page. when app is working, it's great. galaxy tab.",1,com.adobe.reader,Adobe Acrobat Reader,3
seriously your ad blocker never works everytime i go to movies site pop up ads pop ups every second very irritating don't <url> u will never get good surfing experience,0,com.UCMobile.intl,UC Browser,1
bug kills app when started,0,com.booking,Booking.com,1
why can my friends get the bitmojis with two people but i can't? frustrated.,1,com.bitstrips.imoji,Bitmoji,3
good but not as expectation,1,com.UCMobile.intl,UC Browser,3
"it's a cool thing to have, but it won't sync up with the mozilla addon",2,cc.forestapp,Forest,4
good but many <url>,2,com.bbm,BBM,4
i love the app <url>,0,com.bitstrips.imoji,Bitmoji,1
not sure about the changes,1,com.Slack,Slack,3
it's a very good app! in the early days of usage the sense of satisfaction when a tree grows fully fully outweighs the urge to check my phone. however the recent update ( <number> . <number> . <number> ) keeps crashing before it even loads,2,cc.forestapp,Forest,4
slow why can't i buy.,0,com.adobe.lrmobile,Adobe Lightroom,1
it's an useful app,2,com.booking,Booking.com,4
effective but slow at times,2,com.adobe.lrmobile,Adobe Lightroom,4
why my video doesnt exist after i download it???,0,com.UCMobile.intl,UC Browser,1
great app. i use it everyday and it hadn't failed me yet. i frequently use a of the adobe apps and they all work fairly well.,2,com.adobe.reader,Adobe Acrobat Reader,4
super speed and <signature>,1,com.UCMobile.intl,UC Browser,3
way too basic. second party apps are better.,0,com.adobe.reader,Adobe Acrobat Reader,1
wish it could bookmark pages.,1,com.adobe.reader,Adobe Acrobat Reader,3
it is not free. u have to pay aus$ <number> . <number> for monthly subscription to use customized pin,2,com.bbm,BBM,4
it is very good app for downloading,2,com.UCMobile.intl,UC Browser,4
"good, but could be better",2,com.Slack,Slack,4
not working since last update,0,com.bitstrips.imoji,Bitmoji,1
works great even when i travel. my go to for all weather questions.,2,com.aws.android,AccuWeather,4
i want to give this app <number> <url>,0,com.bitstrips.imoji,Bitmoji,1
app is ok it keeps stopping on me though,1,com.bitstrips.imoji,Bitmoji,3
keeps showing cancelled bookings also!,1,com.booking,Booking.com,3
"easy, accurate & handy as hell",1,com.booking,Booking.com,3
<salutation> in fact lies as to how big it is - is nearly <number> mb on my phone!,1,com.adobe.reader,Adobe Acrobat Reader,3
very helpfull in my project,2,com.Slack,Slack,4
great app but please can we have better maternity outfits! it's autumn and i would freeze in those little outfits,2,com.bitstrips.imoji,Bitmoji,4
cannot import pictures from gallery please fix,0,com.adobe.lrmobile,Adobe Lightroom,1
love slacking on slack!,2,com.Slack,Slack,4
has too much space for ads. premium for login. there are more user friendly ways to monetize your app. the concept is ok but poorly executed,0,cc.forestapp,Forest,1
"one of the essential apps, but imperfectly realized in android",2,com.bbm,BBM,4
great app for group family communication across multiple types of devices and countries,2,com.Slack,Slack,4
"suddenly it's killing all my trees it's was working perfectly, but now i keep getting a ""unknown app'",0,cc.forestapp,Forest,1
good booking system but abuses privacy,0,com.booking,Booking.com,1
its nice ied rather discord as a comunication platform,2,com.Slack,Slack,4
"paid to remove ads a while ago, and android <number> . <number> . <number> is not supported any more, where is the old apk for <number> . <number> . <number> to download?",0,cc.forestapp,Forest,1
good app but sometimes it stuck suddenly,2,com.adobe.reader,Adobe Acrobat Reader,4
useless without edit auto text,0,com.bbm,BBM,1
map animation stopped working,0,com.aws.android,AccuWeather,1
can't @ team members,1,com.Slack,Slack,3
this app doen't have iran money (irr) but site has it,1,com.booking,Booking.com,3
it converts my color images to black & white. the camera i'm using is the fujifilm xt- <number>,1,com.adobe.lrmobile,Adobe Lightroom,3
this apps is very good for draining your battery,0,com.bbm,BBM,1
"loved this app until last update. now i get ""unable to attach"" message every time i try to use it with messenger. makes it kinda useless now.",0,com.bitstrips.imoji,Bitmoji,1
"i don't like the <number> min. delay. this is the reason why the real temp. in any given area is always wrong by <number> to <number> degrees ( +, -). the other problem is that the wind directions remain fixed. tha's rediculous.",1,com.aws.android,AccuWeather,3
"simple, practical, unobtrusive, and very efficient",2,com.bbm,BBM,4
like it so far. but consume many data,2,com.bbm,BBM,4
i <url> seems easy till now i do not know if surprises are waiting for me when i arrive to my destination.,2,com.booking,Booking.com,4
how to add preset?,1,com.adobe.lrmobile,Adobe Lightroom,3
"other parties doin better ""reader n even writer"" than adobe!",0,com.adobe.reader,Adobe Acrobat Reader,1
it's your app so you get to choose your logo. but this new one confusing my son that slack is a game and he is complaining i keep playing this game all the time but have no shame in denying his rights to play games eternally. ps: unable to view old items unless we pay is gross.,1,com.Slack,Slack,3
"good idea to make this app, this is a kind of reminder but different. makes close with trees and knows the value of a tree and become a forest. respect the idea of the developer and like this app much.",2,cc.forestapp,Forest,4
"i think the app is working great, it's a really nice and cute way to stay focused, it also motivates you to but it drains a lot of battery when it comes to my device. i wonder why",1,cc.forestapp,Forest,3
very useful pdf reader application.,2,com.adobe.reader,Adobe Acrobat Reader,4
it's good for communication,1,com.Slack,Slack,3
"i am picky so, when i say that i wish there were a full adobe capability, take with a grain of salt.",1,com.adobe.reader,Adobe Acrobat Reader,3
"i love it, if there was one thing i could change, it would be the clothes. i think it would be cool if we could mis match clothing. i think it would awesome because i have a specific style and i can't really find that.",2,com.bitstrips.imoji,Bitmoji,4
less filter than web version,1,com.booking,Booking.com,3
"the app is great, it's fun and helpful, tho when you click the home button, it doesn't die. you could fix that",2,cc.forestapp,Forest,4
very useful to book hotels,2,com.booking,Booking.com,4
"i wish there was an easier way to upload to your online portfolio directly from the app. otherwise, good product",2,com.adobe.lrmobile,Adobe Lightroom,4
it's quite good especially when you only need a one word answer,1,com.bitstrips.imoji,Bitmoji,3
"a <number> x rockers and movie rulzarenot working in this app plz don't, text these rockers and movierulz it's a very very worst appdon't install it",0,com.UCMobile.intl,UC Browser,1
great app for booking,2,com.booking,Booking.com,4
please add something which shows you how long you've worked for each day and maybe a graph for comparing different working times,1,cc.forestapp,Forest,3
bring back floating icon,0,com.bitstrips.imoji,Bitmoji,1
overall great but slow,2,com.Slack,Slack,4
"bbm has become a load of shite!! whats with all the constant advertising?? previous versions i could put repeat advertisers into a block list, now that option doesn't exist!!! i feel bbm has just become a daily advertising spam haven like many other apps. please fix this as i would like to control and filter content as i feel fit to do so. poor rating till spam gets eliminated. awaiting your speedy fix, thanx. samsung s <number> gt-i <number> android <number> . <number> . <number>",0,com.bbm,BBM,1
too many ads & distractions,0,com.bbm,BBM,1
takes tooo long to download,0,com.bitstrips.imoji,Bitmoji,1
drains battery when traveling.,1,com.bbm,BBM,3
app to sd please,1,com.adobe.reader,Adobe Acrobat Reader,3
camera function crashes app,0,com.adobe.lrmobile,Adobe Lightroom,1
been having trouble getting hold of customer service even though it's suppose to be <number> / <number>,1,com.booking,Booking.com,3
why would reader need gmail access? can't think of any valid reason. (update: <signature>,1,com.adobe.reader,Adobe Acrobat Reader,3
"not ideal, but better than a few other ""freeware"" options there with lots of adds or crappy ui.",2,com.adobe.reader,Adobe Acrobat Reader,4
at first i thought the trees withering away when using the whitelist option didn't work. i was using lots of apps and the tree would still live. then i carefully went through the whitelist and realized it was allowing a lot of apps that it shouldn't (i didn't mark them to be allowed). unchecking those did the trick. the only other thing i hate is that the notification options are either none or vibrate. i can't have just a sound notification without the vibrate. every time the phone vibrates it startles me. it can actually make me jump and make my heart race fast. if i could have just the chime sound as an option that's all i need.,2,cc.forestapp,Forest,4
slow respond when <url>,0,com.adobe.reader,Adobe Acrobat Reader,1
ok kind of an app not suitable for workshop purposes,1,com.adobe.lrmobile,Adobe Lightroom,3
this is well made and useful,2,cc.forestapp,Forest,4
very poor on mobile.,0,com.Slack,Slack,1
